QIIME_ID	Domain	Supergroup	Division	Subdivision	Class	Order	Family	Genus	Species	Sub_Species	Confidence	trophic_mode
fc32010ba2cb600680bf433bcfe23b9f	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.		0.9953512	Mixotroph
aee656bcd3385ba447e544d1e6b02172	Eukaryota	Obazoa	Opisthokonta	Ichthyosporea	Ichthyophonida	NA	NA	NA	NA	NA	0.9579671	NA
44708776cc787bba16ddc2f513a938de	Eukaryota	Obazoa	Opisthokonta	Choanoflagellata	Choanoflagellatea	Choanoflagellatea_X	Choanoflagellata_XX_Clade-2	Sphaeroeca	Sphaeroeca_leprechaunica		1.0000000	Mixotroph
43aeb86a71fac329fd57783a3ba26948	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_Clade-EC2H	Chrysophyceae_Clade-EC2H_X	Chrysophyceae_Clade-EC2H_XX	Chrysophyceae_Clade-EC2H_XX_sp.		0.9999840	Phototroph
2d6f9cddfa2383178b1b9a4a52a7a135	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	NA	NA	NA	NA	NA	0.9721344	Mixotroph
7ffb322610e2dc2d0f9373408b3e5d8a	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Paramicrosporidium	Paramicrosporidium_saccamoebae		0.9999990	Mixotroph
1de024f30c4cb65c65ee9a28e5042c83	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Peronosporomycetes_XX	Peronosporomycetes_XXX	Peronosporomycetes_XXX_sp.		0.8037434	Phototroph
12eaf20b785cca858d031229c4c4d3a6	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastigaceae-AB	Crustomastigaceae-AB_sp.		0.9999392	Phototroph
57497b42bf5b6578b448c86459cfca34	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_XX	Chrysophyceae_XXX	Chrysophyceae_XXX_sp.		0.9990818	Phototroph
e05132505a503930ebba634e550ca0ef	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_XX	Chrysophyceae_XXX	Chrysophyceae_XXX_sp.		0.8850146	Phototroph
5a82ef3b26ff53328a8922c39ba351e1	Eukaryota	TSAR	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_4	Chilodonellidae	NA	NA	NA	0.9999899	Mixotroph
0913368ab4456fba2d8094839c7cfa5b	Eukaryota	TSAR	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	Novel-clade-10_XX_sp.		1.0000000	Mixotroph
bc4b29b7eef68fe841b47857c0ac06fd	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Oedogoniales	Oedogoniales_X	Oedocladium	Oedocladium_carolinianum		0.7919939	Phototroph
1f471c7c36d118419e58f6e84f9fac1c	Eukaryota	TSAR	Alveolata	Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	Cyrtolophosis	Cyrtolophosis_mucicola		0.8172717	Mixotroph
b830777dcf741205597ebc4cbdb314aa	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	NA	NA	NA	NA	0.9999992	Mixotroph
0a4ef46a15a0b6deb47798086480d8f2	Eukaryota	TSAR	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Nassulida	Obertrumia	Obertrumia_georgiana		0.9985245	Mixotroph
7df9bd297390cf7dc250ac4c9f9d33aa	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	NA	NA	NA	NA	NA	0.9617927	Phototroph
5cb6636ff7a3fa7c2f93ef8af55ea745	Eukaryota	Obazoa	Opisthokonta	Fungi	NA	NA	NA	NA	NA	NA	0.9315546	Mixotroph
92e17ffc0799886129454cb6f168dbbf	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticella	Vorticella_microstoma		0.8732685	Mixotroph
458f3ca0985b4b757b9b01b2ae4fd6e6	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Asulcocephalium	Asulcocephalium_sp.		0.7940163	Heterotroph
060df59316f240f0af4a99d64ed0e9c8	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.		0.9982861	Mixotroph
ef4b770ece526e1448cadb18a25b2a3a	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.		0.9997800	Mixotroph
e008b485817e08508d56f7919a11c006	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	Rhogostoma	NA	NA	0.8232088	Mixotroph
85f25d1aec2b595ea4bfd5057a99114f	Eukaryota	Obazoa	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.		0.9902055	Mixotroph
31946e546098a8eb75bb9fcc6c7c970d	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Oxytrichidae	NA	NA	NA	0.7100681	Mixotroph
330847775355c61a4439a740b64a55e8	Eukaryota	Cryptista	Cryptophyta	Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Cryptomonas	Cryptomonas_reflexa		0.8998052	Heterotroph
7e28b07335eac2c69a666985f5cdc830	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chromulinales	Chromulinales_X	Chromulinales_XX	Chromulinales_XX_sp.		0.9741335	Phototroph
2a2c7b5390c2f2fc57cfd09429d78160	Eukaryota	TSAR	Alveolata	Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Halodinium	Halodinium_verrucatum		0.7072183	Mixotroph
07a5e91ce1acdf8538a4d4d9a058182d	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Dothideomycetes	NA	NA	NA	0.9993200	Mixotroph
f4fa915c3e459d564c74745a969689b5	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.		0.9999978	Mixotroph
aec269a318f6526f66bb3ed0f5c2aa6d	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Ceratium	Ceratium_furcoides		0.9482618	Heterotroph
702b46eaf48ad24a938043bd86f19abe	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Ochromonadaceae	Dinobryon	Dinobryon_sp.		0.8615722	Phototroph
5f33988db410446cb40b0c0536290b99	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Peniculia	Parameciidae	Paramecium	Paramecium_putrinum		1.0000000	Mixotroph
81b3d2a007550647a7b19e06889862c9	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	NA	NA	NA	NA	NA	0.9602908	Phototroph
75f0bb3594668eea06354988be50d172	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.		0.9999776	Mixotroph
369d8f55114c7bce25e8516d2860648b	Eukaryota	Obazoa	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.		0.8053824	Mixotroph
57b11fa5c810288336c5044cc15c9cac	Eukaryota	Obazoa	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.		0.9932011	Mixotroph
59a3005bfe27f4aba11c8b874915ab0e	Eukaryota	TSAR	Stramenopiles	Gyrista	Pirsoniales	Pirsoniales_X	Pirsoniales_XX	Pirsonia	NA	NA	0.7723570	Phototroph
4380c33b974c5298f2613a59878f2ebc	Eukaryota	TSAR	Stramenopiles	Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12C	MAST-12C_sp.		1.0000000	Mixotroph
badca68c5883193383e59f47bfb99e10	Eukaryota	TSAR	Alveolata	Ciliophora	CONTH_4	CONTH_4_X	CONTH_4_XX	CONTH_4_XXX	CONTH_4_XXX_sp.		0.9999932	Mixotroph
9980b90df85ec92abc331ca0173c4d2a	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Ochromonadales_clade-XI	Ochromonadales_clade-XI_X	Ochromonadales_clade-XI_X_sp.		0.9985503	Phototroph
1226343599cef47fd9375dbff1b115a2	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.		0.9879459	Mixotroph
6a881483c5600a9e57e27c07fea7f6ea	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Peronosporales	Pythium	NA	NA	0.9035414	Phototroph
2f096d4584d360f876e6a2b985be95d8	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Zygophlyctidales	Zygophlyctidaceae	Zygophlyctis	NA	NA	0.9912428	Mixotroph
2c1ddebb4854e9ced3c3f686eadb401e	Eukaryota	Obazoa	Opisthokonta	Fungi	Aphelidiomycota	Aphelidiales	Aphelidiaceae	Aphelidium	Aphelidium_sp.		0.9983000	Mixotroph
5926ade157af660bc98768d8b6f54693	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.		1.0000000	Mixotroph
0db6b3bc97a2358ccf70d15d55ab699a	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chaetopeltidales	Chaetopeltidaceae	Planophila	Planophila_sp.		0.7464018	Phototroph
87f2233e49c72e84b1dfdf75980af40f	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	NA	NA	NA	0.9999998	Phototroph
6f46f56563add4a64ffe288cd756f14b	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastigaceae-AB	Crustomastigaceae-AB_sp.		0.9999999	Phototroph
6f74b12bb1dd8b276149ebac2dfd972e	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Oligotrichida	Strombidiidae	NA	NA	NA	0.7770857	Mixotroph
8c9e21f1205593bee71dbaa36d20bfc8	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.		0.9183944	Mixotroph
5eece22844db3d12d7c4d541d9327897	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Paraphysomonadales	Paraphysomonadales_Clade-EC1Gb	Paraphysomonadales_Clade-EC1Gb_X	Paraphysomonadales_Clade-EC1Gb_X_sp.		0.9989975	Phototroph
74629b11e929b62d4fc125c34194bbdf	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	NA	NA	NA	1.0000000	Phototroph
7325defea6c62f296567d36c417850e3	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Trachydiscus	NA	NA	0.7877445	Phototroph
88dc9228ed7c63131904718940488a53	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Saprolegniales	NA	NA	NA	0.9999956	Phototroph
ce1d088f3ff1f72e236e90596e83348c	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytriomycetaceae	Pendulichytrium	Pendulichytrium_sphaericum		0.9998980	Mixotroph
e2bbd323f53ddecac4aecff8cab05087	Eukaryota	Cryptista	Cryptophyta	Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Cryptomonas	NA	NA	0.9999994	Heterotroph
129b67677248bff6bfbb8b291f2e85e1	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	NA	0.9953069	Phototroph
16da97ec26a3c2c47bb281d4d0edb2bc	Eukaryota	Obazoa	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.		0.9586006	Mixotroph
c113027cd4baa34852ec7ac1ab3e4d3a	Eukaryota	Cryptista	Cryptophyta	Cryptophyta_X	Cryptophyceae	NA	NA	NA	NA	NA	0.9999982	Heterotroph
f1a125eb6dbeea8e63f6d3b9836a1cbb	Eukaryota	Excavata	Metamonada	Preaxostyla	Preaxostyla_X	Preaxostyla_XX	Paramastigidae	Paratrimastix	Paratrimastix_pyriformis		1.0000000	NA
1947a3bd59b83e075580d3df9295d678	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Raphidista	Choanocystidae	Choanocystis	Choanocystis_sp.		0.9999033	NA
af97c5f440fb057291b24c25b5788c11	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Syncystis	Syncystis_mirabilis		0.9948750	NA
b8816c1c9f876507072385f5c02c472c	Eukaryota	Amoebozoa	Evosea	Evosea_X	Variosea	Variosea_X	Variosea_XX	Angulamoeba	Angulamoeba_microcystivorans		0.8758613	NA
fd1c55f1182a04afc66db2f2e7791214	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.		0.9822109	Mixotroph
60700824b0c8b8a74e674648d96c047c	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	NA	NA	NA	NA	NA	0.9404908	Mixotroph
897801436326f0dd1218d704e6eedb7e	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.		0.9987446	Mixotroph
3b5c5504e90191b047334eac1bbf34a3	Eukaryota	TSAR	Alveolata	Ciliophora	Prostomatea_3	Prostomatea_3_X	Holophryidae	Pelagothrix	NA	NA	0.9999614	Mixotroph
accc62722c8c7bd50cf931a386e31f03	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	NA	NA	NA	NA	0.9999961	Phototroph
380e6190c14cc3634d799de6f5fe588e	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_Cluster-II	Chrysophyceae_Cluster-II_X	Chrysophyceae_Cluster-II_XX	Chrysophyceae_Cluster-II_XX_sp.		0.9998913	Phototroph
9882b818338676e4333a8c6200e59ee7	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	Protocyclidium	Protocyclidium_citrullus		0.9838292	Mixotroph
d3fb68255be29115a1f6e1068b41c834	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Thoracosphaeraceae_X	Thoracosphaeraceae_X_sp.		0.9588181	Heterotroph
56b3251c43c5deb23fc9a084d37b063a	Eukaryota	TSAR	Stramenopiles	Gyrista	NA	NA	NA	NA	NA	NA	0.9606426	Phototroph
9804dd1f6f0f072d424daa7fba7f295c	Eukaryota	TSAR	Alveolata	Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Urotricha	Urotricha_sp.		0.9981287	Mixotroph
86c68e1b19e51474b14d3b6f849b1041	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Ochromonadales_clade-XI	Ochromonadales_clade-XI_X	Ochromonadales_clade-XI_X_sp.		0.9999999	Phototroph
cfe80516a0238faabc9ea75df631ed80	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Bodomorphidae	Bodomorpha	Bodomorpha_minima		0.9998951	Mixotroph
517c06c9fa54090db1c47e353299761e	Eukaryota	TSAR	Stramenopiles	Gyrista	Synchromophyceae	Synchromophyceae_X	Synchromophyceae_XX	Synchromophyceae_XXX	Synchromophyceae_XXX_sp.		0.9915235	Phototroph
7a049ebd825a3f48dee702030dfabd7f	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.		0.9965833	Mixotroph
9330d7b623c8bc5a1ae66b7ffd168d55	Eukaryota	TSAR	Alveolata	Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	Cyrtolophosis	Cyrtolophosis_mucicola		0.9817900	Mixotroph
3fe8a0d86dcbf575984096743580a645	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.		0.9999891	Mixotroph
14c1b36672a6be46f2ce4c1b1085e891	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Hibberdiales	Hibberdiaceae	Chrysocapsa_Clade2	Chrysocapsa_sp.		0.9999997	Phototroph
f6639488a6472f32b8123fc4991067b9	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Pleuronematida	Falcicyclidium	Falcicyclidium_atractodes		0.7063994	Mixotroph
37464a9992a2c7adc77cc9998a072a4e	Eukaryota	Obazoa	Opisthokonta	Choanoflagellata	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.		1.0000000	Mixotroph
ac40ce89993f607e42d292b43dd55b4a	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	Rhogostoma	NA	NA	0.9946533	Mixotroph
2027266a63ce10ee1c28fa682d92379f	Eukaryota	TSAR	Alveolata	Ciliophora	Colpodea	Colpodea_X	Cyrtolophosidida	Apocyrtolophosis	Apocyrtolophosis_sp.		0.9999024	Mixotroph
0fd1bae46435e4a1860ff8738ed4c8c0	Eukaryota	Obazoa	Opisthokonta	Choanoflagellata	Choanoflagellatea	Craspedida	Monosigidae_Group_O	Monosigidae_Group_O_X	Monosigidae_Group_O_X_sp.		1.0000000	Mixotroph
38b15f26fd7dce73a3741ddf9e1825ae	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	NA	NA	NA	NA	0.9911027	Mixotroph
66a32c3a847fef2fe9a82ad44e1076b2	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	NA	NA	NA	0.9989083	Phototroph
898aec0984b802e608371c435d032352	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	NA	0.9935625	Heterotroph
9372f6a8b5570a0fe2cb36df51499f0a	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	NA	NA	NA	0.9999954	Phototroph
33491a7dbf2861c13500824a88ab1108	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Strobilidiidae_X	Strobilidiidae_X_sp.		0.9998670	Mixotroph
df1e44116bd0d26ba8eadd212069e017	Eukaryota	Obazoa	Opisthokonta	Fungi	NA	NA	NA	NA	NA	NA	0.9994734	Mixotroph
426d96d6224de17ff28c0f97b0f923cd	Eukaryota	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9999999	NA
eaf913df7aee5c34ba1e8e8b28b8e851	Eukaryota	TSAR	Stramenopiles	Gyrista	Pirsoniales	Pirsoniales_X	Pirsoniales_XX	Pirsonia	NA	NA	0.9960280	Phototroph
f6adb2ad68004847c9aa6d4039dcc3a3	Eukaryota	TSAR	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Alphamonaceae	Alphamonadea_ALPH2	Alphamonadea_ALPH2_sp.		1.0000000	Mixotroph
8d163cb3f6a48e34bb1f35d2f7e6fd34	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Asulcocephalium	Asulcocephalium_sp.		0.9628627	Heterotroph
225e9bc4c055da536dc6193c24ce6d6b	Eukaryota	Obazoa	Opisthokonta	Fungi	Aphelidiomycota	Aphelidiales	Aphelidiaceae	Aphelidium	Aphelidium_sp.		1.0000000	Mixotroph
b5be5c681093d8871c73145ec572efcb	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Lobulomycetales	Lobulomycetaceae	Lobulomyces	Lobulomyces_sp.		0.9711046	Mixotroph
089c58426977556a11ecfa9cb7eca9ea	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	Scuticociliatia_2_XX	Scuticociliatia_2_XX_sp.		0.9999905	Mixotroph
9ab9e3942742584b309c6132049a22b8	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Scuticociliatia_2_X	Scuticociliatia_2_XX	Scuticociliatia_2_XX_sp.		0.9840819	Mixotroph
0222780a30af4ccb18f810f428b83043	Eukaryota	Cryptista	Cryptophyta	Cryptophyta_X	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Komma	Komma_caudata		0.9983819	Heterotroph
1bc0f6941a34dd29b86c73f0c17f8bfd	Eukaryota	TSAR	Stramenopiles	Gyrista	Bolidophyceae	Parmales	Parmales_X	Parmales_XX	Parmales_XX_sp.		0.9748872	Phototroph
4ed25d54d88eb4b619ca2ba353c89f36	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Leptophryidae	Vernalophrys	Vernalophrys_algivore		0.9775913	Mixotroph
48bbc5e63c6a8e62ad2a2aefecc2167e	Eukaryota	Obazoa	Opisthokonta	Choanoflagellata	Choanoflagellatea	Craspedida	Salpingoecidae_Group_C3	Salpingoecidae_Group_C3_X	Salpingoecidae_Group_C3_X_sp.		0.9999981	Mixotroph
558497ad05116a68bbf68da6cfebc0d8	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.		0.9971151	Mixotroph
a7969e556e242ea3b6bd2f77e5072c64	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Peronosporales	Phytophthora	NA	NA	0.9799753	Phototroph
223716da09d91b36950c5dd97dae9e95	Eukaryota	Obazoa	Opisthokonta	Fungi	NA	NA	NA	NA	NA	NA	0.9730094	Mixotroph
4fa63adeb074b36b9a00cbefaac74366	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chromulinales	Chromulinales_X	Chromulinales_XX	Chromulinales_XX_sp.		0.9477726	Phototroph
0d5557771fbcc2c901b11aefb520b34a	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Paraphysomonadales	Paraphysomonadaceae	Paraphysomonas	NA	NA	0.9947781	Phototroph
586707f00e1f9197a8192ee49402bd78	Eukaryota	Obazoa	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	Fungi_XXXX	Fungi_XXXX_sp.		0.9663467	Mixotroph
c99f0270c9e4a747e58521bb886fdd0f	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.		0.9996994	Mixotroph
8fc8bb908db6cde5b8ede70caed09b95	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.		0.9998997	Mixotroph
ba3e58e2ae190325c20b76e0cf7401a4	Eukaryota	Obazoa	Opisthokonta	Fungi	Aphelidiomycota	Aphelidiales	Aphelidiaceae	Aphelidium	Aphelidium_sp.		1.0000000	Mixotroph
f10a26b6cb7ef4b326c0f5b3f906bd07	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Botryococcus	Botryococcus_braunii		0.9994425	Phototroph
09457474ce17e714207b337ea461b09d	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA	NA	1.0000000	Heterotroph
644091b069ea60c46d23923c1829b813	Eukaryota	TSAR	Stramenopiles	Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12C	MAST-12C_sp.		1.0000000	Mixotroph
fda35f4637a3d31c87dd3c732a330b78	Eukaryota	TSAR	Stramenopiles	Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12C	MAST-12C_sp.		1.0000000	Mixotroph
ed4d50d219004ca3b45eb837d6598239	Eukaryota	Obazoa	Opisthokonta	Fungi	Aphelidiomycota	Aphelidiales	Aphelidiaceae	Aphelidium	Aphelidium_sp.		1.0000000	Mixotroph
a43a00937bb36adafc4d456c2098db81	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chromulinales	Chromulinaceae	Oikomonas	Oikomonas_sp.		0.9939638	Phototroph
9f53c6745925370b50aad6da08ddd9c6	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	NA	NA	NA	1.0000000	Phototroph
68d9d8ba2d8dea4fc479972a7488a2d9	Eukaryota	TSAR	Stramenopiles	Bigyra	Opalozoa	Opalozoa_X	MAST-12	MAST-12C	MAST-12C_sp.		1.0000000	Mixotroph
4e7672088c62bdabe9c2a46a9f4cd9e2	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Pterocystida	Raphidista	Choanocystidae	Choanocystis	Choanocystis_sp.		0.9835613	NA
8e9096552e1ff4a6b52c5aae074e69e5	Eukaryota	Amoebozoa	Evosea	Evosea_X	Variosea	Variosea_X	Variosea_XX	Angulamoeba	Angulamoeba_microcystivorans		0.8334201	NA
d5a1a90672b3b8e6cf2c6f2392b6373e	Eukaryota	TSAR	Alveolata	Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Urotricha	Urotricha_sp.		0.9993898	Mixotroph
8a512ae90f5ef6b7d908b4498e868deb	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	NA	NA	0.7840151	Phototroph
5d9748814de4d16f71606aa02286adfc	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Ochromonadales	Ochromonadales_clade-XII	Ochromonadales_clade-XII_X	Ochromonadales_clade-XII_X_sp.		0.9845805	Phototroph
f4fc09f868893d659fed1b91a0ca6536	Eukaryota	TSAR	Alveolata	Ciliophora	Heterotrichea	Heterotrichea_X	Condylostomatidae	Linostomella	Linostomella_sp.		0.9999999	Mixotroph
c21e72c774cc46886cbffe6797c62fff	Eukaryota	Cryptista	Cryptophyta	Cryptophyta_X	Cryptophyceae	NA	NA	NA	NA	NA	0.9999655	Heterotroph
